tree_id,longitude,latitude,common,scientific,link,health,notes,memorial
1,-76.484647,42.475220,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,3,,
2,-76.484530,42.475278,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,3,,
3,-76.484555,42.475301,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,3,,
4,-76.484603,42.475617,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,2,,
5,-76.484634,42.475707,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,4,,
6,-76.484667,42.475752,Dogwood,Cornus,https://en.wikipedia.org/wiki/Cornus,4,,
7,-76.484682,42.475794,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,3,,
8,-76.484863,42.476299,Wisteria,Wisteria,https://en.wikipedia.org/wiki/Wisteria,5,Chinese. Cluster,
9,-76.484830,42.476381,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,4,,
10,-76.484746,42.476606,Dogwood,Cornus,https://en.wikipedia.org/wiki/Cornus,2,,
11,-76.484806,42.476646,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
12,-76.484792,42.476898,Fringe Tree,Chionanthus,https://en.wikipedia.org/wiki/Chionanthus,3,,
13,-76.484696,42.476839,White Spruce,Picea glauca,https://en.wikipedia.org/wiki/Picea_glauca,5,,
14,-76.484551,42.476768,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,4,Cluster 6,
15,-76.484609,42.476705,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,Cluster 8,
16,-76.484570,42.476406,Gray Birch,Betula populifolia,https://en.wikipedia.org/wiki/Betula_populifolia,2,,
17,-76.484566,42.476349,Serviceberry,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier,4,Canadian,
18,-76.484537,42.476343,Serviceberry,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier,4,Canadian,
19,-76.484455,42.476458,Gray Birch,Betula populifolia,https://en.wikipedia.org/wiki/Betula_populifolia,4,,
20,-76.484320,42.476415,Serviceberry,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier,3,Downy,
21,-76.484288,42.476415,Serviceberry,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier,3,Downy,
22,-76.484272,42.476426,Serviceberry,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier,3,Downy,
23,-76.484260,42.476569,Gray Birch,Betula populifolia,https://en.wikipedia.org/wiki/Betula_populifolia,4,,
24,-76.484303,42.476577,Gray Birch,Betula populifolia,https://en.wikipedia.org/wiki/Betula_populifolia,4,,
25,-76.484165,42.476846,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,2,,
26,-76.484014,42.476637,Magnolia,Magnolia,https://en.wikipedia.org/wiki/Magnolia,5,,
27,-76.483987,42.476670,Witch hazel,Hamamelis,https://en.wikipedia.org/wiki/Witch-hazel,5,Cluster,
28,-76.483898,42.476716,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,5,Sprayed,
29,-76.483820,42.476657,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,5,Sprayed. Dark red leaf,
30,-76.483906,42.476603,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
31,-76.483947,42.476578,Witch hazel,Hamamelis,https://en.wikipedia.org/wiki/Witch-hazel,5,,
32,-76.483915,42.476547,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
33,-76.483877,42.476508,Black Gum,Nyssa sylvatica,https://en.wikipedia.org/wiki/Nyssa_sylvatica,5,,
34,-76.483698,42.476522,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,4,Sprayed,
35,-76.483729,42.476592,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,5,Sprayed. Dark red leaf,
36,-76.483669,42.476799,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
37,-76.483602,42.476755,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
38,-76.483554,42.476714,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
39,-76.483510,42.476669,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,5,,
40,-76.483478,42.476641,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,3,,
41,-76.482196,42.477039,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,2,Severe Anthracnose,
42,-76.482155,42.476982,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,2,Severe Anthracnose,
43,-76.482068,42.477090,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,4,,
44,-76.482058,42.477020,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,3,"Older tree, Anthracnose",
45,-76.482055,42.476928,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,2,Planted 2024,
46,-76.482048,42.476804,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
47,-76.482045,42.476669,Northern Red Oak,Quercus rubra,https://en.wikipedia.org/wiki/Quercus_rubra,5,,
48,-76.483334,42.476449,Sugar Maple,Acer saccharum,https://en.wikipedia.org/wiki/Acer_saccharum,5,,
49,-76.483644,42.476459,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,4,Sprayed,
50,-76.483637,42.476361,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,4,,
51,-76.483760,42.476332,Black Gum,Nyssa sylvatica,https://en.wikipedia.org/wiki/Nyssa_sylvatica,4,,
52,-76.483712,42.476222,Honeysuckle,Lonicera,https://en.wikipedia.org/wiki/Honeysuckle,5,Bush,
53,-76.483766,42.476211,Viburnum,Viburnum,https://en.wikipedia.org/wiki/Viburnum,5,Arrowood,
54,-76.483732,42.476137,Japanese Lilac Tree,Syringa reticulata,https://en.wikipedia.org/wiki/Syringa_reticulata,5,,
55,-76.483764,42.476091,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,2,,
56,-76.483783,42.475998,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,4,,
57,-76.483884,42.475973,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,5,Fletcher,
58,-76.483828,42.475910,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,5,,
59,-76.483900,42.475851,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,4,,
60,-76.483987,42.475882,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,5,,
61,-76.484027,42.475820,Japanese Lilac Tree,Syringa reticulata,https://en.wikipedia.org/wiki/Syringa_reticulata,5,,
62,-76.484165,42.475857,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,5,,
63,-76.484360,42.475961,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,5,,
64,-76.484460,42.475968,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,5,,
65,-76.484453,42.475779,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
66,-76.484414,42.475741,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
67,-76.484366,42.475615,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,4,,
68,-76.484183,42.475579,Japanese Lilac Tree,Syringa reticulata,https://en.wikipedia.org/wiki/Syringa_reticulata,5,,
69,-76.484134,42.475575,Japanese Lilac Tree,Syringa reticulata,https://en.wikipedia.org/wiki/Syringa_reticulata,5,,
70,-76.484055,42.475573,Japanese Lilac Tree,Syringa reticulata,https://en.wikipedia.org/wiki/Syringa_reticulata,5,,
71,-76.483877,42.475591,Japanese Lilac Tree,Syringa reticulata,https://en.wikipedia.org/wiki/Syringa_reticulata,5,,
72,-76.483685,42.475660,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,4,,
73,-76.483603,42.475722,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,3,,
74,-76.483523,42.475716,Northern Red Oak,Quercus rubra,https://en.wikipedia.org/wiki/Quercus_rubra,5,,
75,-76.483533,42.475790,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,3,,
76,-76.483432,42.475826,Sugar Maple,Acer saccharum,https://en.wikipedia.org/wiki/Acer_saccharum,5,,
77,-76.483483,42.475867,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,3,,
78,-76.483458,42.475954,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,3,,
79,-76.483446,42.476031,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,2,,
80,-76.483343,42.475935,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,4,,
81,-76.483317,42.475848,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,4,,
82,-76.483254,42.475782,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,4,,
83,-76.483387,42.475709,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,5,,
84,-76.483369,42.475588,Black Gum,Nyssa sylvatica,https://en.wikipedia.org/wiki/Nyssa_sylvatica,4,,
85,-76.483400,42.475537,Black Gum,Nyssa sylvatica,https://en.wikipedia.org/wiki/Nyssa_sylvatica,3,,
86,-76.483419,42.475495,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,4,,
87,-76.483477,42.475477,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,2,,
88,-76.483406,42.475461,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,4,,
89,-76.483357,42.475549,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,3,,
90,-76.483174,42.475620,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,4,,
91,-76.483157,42.475526,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,4,Hall - darker red leaf,
92,-76.483095,42.475443,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,5,Hall - darker red leaf,
93,-76.483091,42.475365,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,5,Hall - darker red leaf,
94,-76.483060,42.475288,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,3,,
95,-76.483071,42.475207,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,5,,
96,-76.483054,42.475129,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,3,,
97,-76.482905,42.475019,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,4,,
98,-76.482875,42.474976,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,2,,
99,-76.482888,42.475045,Serviceberry,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier,4,,
100,-76.482873,42.475060,Autumn Olive,Elaeagnus umbellata,https://en.wikipedia.org/wiki/Elaeagnus_umbellata,5,,
101,-76.482865,42.475084,Autumn Olive,Elaeagnus umbellata,https://en.wikipedia.org/wiki/Elaeagnus_umbellata,5,,
102,-76.482845,42.475136,Autumn Olive,Elaeagnus umbellata,https://en.wikipedia.org/wiki/Elaeagnus_umbellata,5,,
103,-76.482831,42.475200,Autumn Olive,Elaeagnus umbellata,https://en.wikipedia.org/wiki/Elaeagnus_umbellata,5,,
104,-76.482829,42.475227,Serviceberry,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier,5,,
105,-76.482829,42.475245,Autumn Olive,Elaeagnus umbellata,https://en.wikipedia.org/wiki/Elaeagnus_umbellata,2,,
106,-76.482834,42.475355,Autumn Olive,Elaeagnus umbellata,https://en.wikipedia.org/wiki/Elaeagnus_umbellata,5,,
107,-76.482731,42.475431,Norway Maple,Acer platanoides,https://en.wikipedia.org/wiki/Acer_platanoides,5,,
108,-76.482378,42.475353,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
109,-76.482320,42.475164,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
110,-76.482314,42.475104,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
111,-76.482323,42.475072,Eastern White Pine,Pinus strobus,https://en.wikipedia.org/wiki/Pinus_strobus,3,,
112,-76.482319,42.475015,Eastern White Pine,Pinus strobus,https://en.wikipedia.org/wiki/Pinus_strobus,5,,
113,-76.482202,42.474992,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
114,-76.482178,42.475036,Eastern White Pine,Pinus strobus,https://en.wikipedia.org/wiki/Pinus_strobus,3,,
115,-76.482139,42.474989,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
116,-76.482091,42.474886,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,4,,
117,-76.482101,42.474860,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
118,-76.482138,42.474877,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
119,-76.482297,42.474664,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
120,-76.482671,42.474856,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
121,-76.482859,42.474853,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,4,,
122,-76.482975,42.474862,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,4,,
123,-76.483077,42.474814,Serviceberry,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier,3,,
124,-76.483095,42.474787,Serviceberry,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier,5,,
125,-76.483128,42.474771,Serviceberry,Amelanchier,https://en.wikipedia.org/wiki/Amelanchier,4,,
126,-76.483331,42.475061,Ash,Fraxinus,https://en.wikipedia.org/wiki/Fraxinus,4,White,
127,-76.483228,42.475244,Silver Maple,Acer saccharinum,https://en.wikipedia.org/wiki/Acer_saccharinum,3,,John B. Rogers
128,-76.483346,42.475230,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
129,-76.483363,42.475287,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
130,-76.483409,42.475241,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
131,-76.483505,42.475182,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,2,,
132,-76.483534,42.475219,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,2,,
133,-76.483566,42.475177,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,2,,
134,-76.483720,42.475041,Black Gum,Nyssa sylvatica,https://en.wikipedia.org/wiki/Nyssa_sylvatica,5,,
135,-76.483834,42.475035,Black Gum,Nyssa sylvatica,https://en.wikipedia.org/wiki/Nyssa_sylvatica,3,,
136,-76.483975,42.475006,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,5,,
137,-76.484072,42.474948,Littleleaf Linden,Tilia cordata,https://en.wikipedia.org/wiki/Tilia_cordata,5,,
138,-76.484109,42.474920,Littleleaf Linden,Tilia cordata,https://en.wikipedia.org/wiki/Tilia_cordata,4,,
139,-76.484083,42.475099,Black Gum,Nyssa sylvatica,https://en.wikipedia.org/wiki/Nyssa_sylvatica,4,,
140,-76.484007,42.475142,Dogwood,Cornus,https://en.wikipedia.org/wiki/Cornus,3,,
141,-76.484007,42.475184,Cypress,Cupressus,https://en.wikipedia.org/wiki/Cupressus,5,Monterrey,
142,-76.484097,42.475154,Black Gum,Nyssa sylvatica,https://en.wikipedia.org/wiki/Nyssa_sylvatica,5,,
143,-76.484135,42.475196,Black Gum,Nyssa sylvatica,https://en.wikipedia.org/wiki/Nyssa_sylvatica,3,,
144,-76.484208,42.475236,Common Lilac,Syringa vulgaris,https://en.wikipedia.org/wiki/Syringa_vulgaris,5,Common,
145,-76.484277,42.475157,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,3,,
146,-76.484357,42.475185,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,2,,
147,-76.484339,42.475113,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,4,,
148,-76.484251,42.475113,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,5,,
149,-76.484269,42.475034,Silver Maple,Acer saccharinum,https://en.wikipedia.org/wiki/Acer_saccharinum,5,,
150,-76.484429,42.474918,Blue Spruce,Picea pungens,https://en.wikipedia.org/wiki/Blue_spruce,5,,
151,-76.484395,42.474802,Dogwood,Cornus,https://en.wikipedia.org/wiki/Cornus,4,,
152,-76.484406,42.474750,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,3,,
153,-76.484397,42.474559,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
154,-76.484489,42.474252,Sweet Gum,Liquidambar styraciflua,https://en.wikipedia.org/wiki/Liquidambar_styraciflua,3,Just leafing out. Planted 2024,
155,-76.484521,42.474595,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,3,,
156,-76.484582,42.474649,Japanese Red Maple,Acer palmatum,https://en.wikipedia.org/wiki/Acer_palmatum,5,,
157,-76.484621,42.474608,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,1,,
158,-76.484621,42.474651,Birds Nest Spruce,Picea abies 'Nidiformis',https://en.wikipedia.org/wiki/Picea_abies,5,,
159,-76.484824,42.474837,Dogwood,Cornus,https://en.wikipedia.org/wiki/Cornus,5,,
160,-76.484866,42.474915,Dogwood,Cornus,https://en.wikipedia.org/wiki/Cornus,5,,
161,-76.489680,42.474817,Pin Oak,Quercus palustris,https://en.wikipedia.org/wiki/Quercus_palustris,5,,Gertrude Plumky
162,-76.489631,42.474702,Silver Maple,Acer saccharinum,https://en.wikipedia.org/wiki/Acer_saccharinum,5,,Chris Carlisle
163,-76.489601,42.474526,Ginkgo,Ginkgo,https://en.wikipedia.org/wiki/Ginkgo,5,,
164,-76.489549,42.474279,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,4,,
165,-76.489606,42.474213,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,3,,
166,-76.489527,42.474145,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,4,Cockspur,
167,-76.489540,42.474123,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,4,Cockspur,
168,-76.489515,42.474102,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,4,Cockspur,
169,-76.489571,42.474035,Sweet Gum,Liquidambar styraciflua,https://en.wikipedia.org/wiki/Liquidambar_styraciflua,5,,
170,-76.489551,42.473984,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,2,Disease,
171,-76.489493,42.473692,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
172,-76.489476,42.473648,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
173,-76.489455,42.473601,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
174,-76.489363,42.473416,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,5,,
175,-76.489177,42.473227,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,5,,
176,-76.489065,42.473171,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,2,,
177,-76.488976,42.473055,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,5,Topped,
178,-76.488862,42.472982,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,5,Topped,
179,-76.488742,42.472883,Box Elder,Acer negundo,https://en.wikipedia.org/wiki/Acer_negundo,5,,
180,-76.488748,42.472745,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,5,Cockspur,
181,-76.488685,42.472727,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,5,Cockspur,
182,-76.488651,42.472596,Tamarack,Larix laricina,https://en.wikipedia.org/wiki/Larix_laricinak,4,,
183,-76.488754,42.472598,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,5,,
184,-76.488695,42.472500,Burr Oak,Quercus macrocarpa,https://en.wikipedia.org/wiki/Quercus_macrocarpa,4,,
185,-76.488612,42.472511,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
186,-76.488548,42.472470,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
187,-76.488527,42.472521,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,5,,
188,-76.488402,42.472463,Quaking Aspen,Populus tremuloides,https://en.wikipedia.org/wiki/Populus_tremuloides,5,,
189,-76.488385,42.472441,Quaking Aspen,Populus tremuloides,https://en.wikipedia.org/wiki/Populus_tremuloides,5,,
190,-76.488360,42.472432,Quaking Aspen,Populus tremuloides,https://en.wikipedia.org/wiki/Populus_tremuloides,5,,
191,-76.488330,42.472419,Quaking Aspen,Populus tremuloides,https://en.wikipedia.org/wiki/Populus_tremuloides,5,,
192,-76.488292,42.472430,Quaking Aspen,Populus tremuloides,https://en.wikipedia.org/wiki/Populus_tremuloides,5,,
193,-76.488338,42.472453,Quaking Aspen,Populus tremuloides,https://en.wikipedia.org/wiki/Populus_tremuloides,5,,
194,-76.488365,42.472474,Quaking Aspen,Populus tremuloides,https://en.wikipedia.org/wiki/Populus_tremuloides,5,,
195,-76.488340,42.472524,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,5,,
196,-76.488344,42.472634,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,5,,
197,-76.488398,42.472674,Ash,Fraxinus,https://en.wikipedia.org/wiki/Fraxinus,4,New growth bush,
198,-76.488458,42.472696,Box Elder,Acer negundo,https://en.wikipedia.org/wiki/Acer_negundo,5,,
199,-76.488515,42.472712,Pin Oak,Quercus palustris,https://en.wikipedia.org/wiki/Quercus_palustris,4,,
200,-76.488551,42.472685,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,5,,
201,-76.488546,42.472811,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,0,Leaf disease,
202,-76.488455,42.472787,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,4,,
203,-76.488348,42.472761,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,2,Leaf disease,
204,-76.488193,42.472655,Pin Oak,Quercus palustris,https://en.wikipedia.org/wiki/Quercus_palustris,5,,
205,-76.488219,42.472481,Burr Oak,Quercus macrocarpa,https://en.wikipedia.org/wiki/Quercus_macrocarpa,4,,
206,-76.488112,42.472433,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
207,-76.488004,42.472378,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
208,-76.487950,42.472407,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,5,Cockspur,
209,-76.487891,42.472400,Swamp Oak,Quercus bicolor,https://en.wikipedia.org/wiki/Quercus_bicolor,5,,
210,-76.487879,42.472477,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,5,,
211,-76.487825,42.472511,Eastern Red Cedar,Juniperus communis,https://en.wikipedia.org/wiki/Juniperus_communisus virginiana,4,,
212,-76.487714,42.472488,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,5,Cockspur,
213,-76.487653,42.472471,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,5,Cockspur,
214,-76.487635,42.472366,Burr Oak,Quercus macrocarpa,https://en.wikipedia.org/wiki/Quercus_macrocarpa,5,,
215,-76.487488,42.472426,Burr Oak,Quercus macrocarpa,https://en.wikipedia.org/wiki/Quercus_macrocarpa,5,,
216,-76.487526,42.472529,Box Elder,Acer negundo,https://en.wikipedia.org/wiki/Acer_negundo,5,,
217,-76.487545,42.472532,Box Elder,Acer negundo,https://en.wikipedia.org/wiki/Acer_negundo,5,,
218,-76.487640,42.472531,Common Hackberry,Celtis occidentalis,https://en.wikipedia.org/wiki/Celtis_occidentalis,4,,
219,-76.487674,42.472537,Common Hackberry,Celtis occidentalis,https://en.wikipedia.org/wiki/Celtis_occidentalis,4,,
220,-76.487697,42.472536,Ninebark,Physocarpus,https://en.wikipedia.org/wiki/Physocarpus,5,Bush,
221,-76.487731,42.472585,Ash,Fraxinus,https://en.wikipedia.org/wiki/Fraxinus,5,New growth,
222,-76.487756,42.472540,Box Elder,Acer negundo,https://en.wikipedia.org/wiki/Acer_negundo,5,,
223,-76.487794,42.472551,Ash,Fraxinus,https://en.wikipedia.org/wiki/Fraxinus,4,New growth bush,
224,-76.487853,42.472564,Ash,Fraxinus,https://en.wikipedia.org/wiki/Fraxinus,4,New growth bush,
225,-76.487904,42.472548,Pin Oak,Quercus palustris,https://en.wikipedia.org/wiki/Quercus_palustris,5,,
226,-76.487904,42.472581,Ash,Fraxinus,https://en.wikipedia.org/wiki/Fraxinus,4,New growth bush,
227,-76.487942,42.472590,Ash,Fraxinus,https://en.wikipedia.org/wiki/Fraxinus,4,New growth bush,
228,-76.487997,42.472565,Red Maple,Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,5,,
229,-76.488022,42.472604,Box Elder,Acer negundo,https://en.wikipedia.org/wiki/Acer_negundo,5,,
230,-76.488045,42.472609,Ash,Fraxinus,https://en.wikipedia.org/wiki/Fraxinus,4,New growth bush,
231,-76.488078,42.472623,Ash,Fraxinus,https://en.wikipedia.org/wiki/Fraxinus,4,New growth bush,
232,-76.487948,42.472710,Littleleaf Linden,Tilia cordata,https://en.wikipedia.org/wiki/Tilia_cordata,3,,
233,-76.487862,42.472703,Littleleaf Linden,Tilia cordata,https://en.wikipedia.org/wiki/Tilia_cordata,2,Leaf color problem,
234,-76.487876,42.472774,White Fir,Abies concolor,https://en.wikipedia.org/wiki/Abies_concolor,2,Japanese beetle issue,Edward Thompson
235,-76.487804,42.472777,Northern Red Oak,Quercus rubra,https://en.wikipedia.org/wiki/Quercus_rubra,0,,Charles Wilcox
236,-76.487762,42.472697,Littleleaf Linden,Tilia cordata,https://en.wikipedia.org/wiki/Tilia_cordata,4,,
237,-76.487694,42.472779,Sugar Maple,Acer saccharum,https://en.wikipedia.org/wiki/Acer_saccharum,5,,Thomas Parks
238,-76.487580,42.472768,White Fir,Abies concolor,https://en.wikipedia.org/wiki/Abies_concolor,4,,Alice Eklund
239,-76.487474,42.472791,Silver Maple,Acer saccharinum,https://en.wikipedia.org/wiki/Acer_saccharinum,5,,
240,-76.487422,42.472710,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,3,,
241,-76.487334,42.472722,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,3,,
